,DN_HistogramMode_5,DN_HistogramMode_10,CO_f1ecac,CO_FirstMin_ac,CO_HistogramAMI_even_2_5,CO_trev_1_num,MD_hrv_classic_pnn40,SB_BinaryStats_mean_longstretch1,SB_TransitionMatrix_3ac_sumdiagcov,PD_PeriodicityWang_th0_01,CO_Embed2_Dist_tau_d_expfit_meandiff,IN_AutoMutualInfoStats_40_gaussian_fmmi,FC_LocalSimple_mean1_tauresrat,DN_OutlierInclude_p_001_mdrmd,DN_OutlierInclude_n_001_mdrmd,SP_Summaries_welch_rect_area_5_1,SB_BinaryStats_diff_longstretch0,SB_MotifThree_quantile_hh,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1,SP_Summaries_welch_rect_centroid,FC_LocalSimple_mean3_stderr
Total de viajeros,2.2393830357127404,2.0561307161717997,-0.10929946852135274,0.9976086055845276,0.7035346278790676,-2.293365904749625,0.6938519557161797,-0.13813379551778407,-0.3114077010884432,-0.6686308689499255,-0.016265695254183386,1.0277402395547233,-0.2318981432982078,-0.45345646793000377,-0.4640584268677223,2.073047142236038,1.154700538379251,0.11543454355532044,0.17743249761865482,0.42398180226214655,-0.17007533576245185,1.9051049008381562
País: El Salvador,-0.3254850640394113,-0.25553941054615786,1.4217607348144963,-0.9577042613611466,0.3006803582162686,0.6132007651109439,0.4163111734297075,0.9994386381580836,0.3108157704172095,-0.6686308689499255,0.6468659111630544,-0.909154827298409,-0.5382612875854058,1.349486448559692,-0.5914470146353322,-0.2886122768226527,-0.8660254037844392,-0.46763753742184266,0.5914416587288478,0.42398180226214655,-0.6803013430498074,-0.21834046054435524
País: Guatemala,-0.30614279030234715,-0.9176839098889377,1.1126536905624078,1.2769390151481954,1.6424653530252402,-0.13935910710516303,-2.1509410627201624,1.6819820983636042,2.1471338204704766,2.326835423945741,-1.7224370694215703,1.3044395348194564,-0.8691334834155797,-0.6227468826238719,2.370337650961599,-0.0711575296468757,1.154700538379251,-1.7445043873657595,0.2809347878962032,0.42398180226214655,-0.6803013430498074,-0.11200132096401326
País: Estados Unidos de América,-0.780154625994872,-0.6303652003065857,0.07773198927863294,-1.2370346709248143,-0.7519702139896938,0.6910725851075037,0.4163111734297075,-1.161948985826065,0.3108157704172095,-0.48141422564394637,0.6459278604611081,-1.185854122563142,-0.5382612875854058,1.7134608401515083,-0.4959055738096247,-0.8535141458058407,-0.8660254037844392,1.2386420813750516,-2.4101247593200514,-2.448152987255617,-0.5102260072873556,-0.9006134165307998
Vía: Aérea,-0.09163793907521824,0.353589326351705,-0.7273587953943865,0.9976086055845276,-0.9502596791511794,0.6040444619879551,0.6938519557161797,0.0893806912173895,-0.6260811938956823,0.08023570427399111,-1.011872645834515,1.0277402395547233,0.05258191925419044,-0.5550307167463246,-0.4640584268677223,-0.7089870124740976,-0.8660254037844392,1.357944544724723,0.5914416587288478,0.42398180226214655,0.0,-0.40532632246967304
Vía: Terrestre,0.3019591540399502,0.45811717404895114,0.0115277516921589,-0.9577042613611466,0.47711452932905246,-0.16504586032708846,0.6938519557161797,-0.13813379551778407,-1.0398644482170118,-0.6686308689499255,-0.01637348144985144,-0.909154827298409,-0.2318981432982078,-0.3180241361749094,-0.5595998676934298,0.7527421537042539,1.154700538379251,-0.5827362721948468,0.17743249761865482,0.3282439759448881,-0.3401506715249037,0.9376963980349705
Vía: Marítima,-1.0379217703408425,-1.0642486958307749,-1.7870159024319523,-0.1197130326701434,-1.4215649753087538,0.6894530599754739,-0.7632371512877998,-1.3325848508774452,-0.7914120181037582,0.08023570427399111,1.4741551203359593,-0.35575623676894264,2.356870425928616,-1.1136890852360894,0.20473165891222975,-0.9035183311908254,-0.8660254037844392,0.08285702732734827,0.5914416587288478,0.42398180226214655,2.3810547006743263,-1.2065197783642867
